?????,?????,??????,?????,????????,??,??,???????
???????,??????? ??? ????? 24,????,1,044-300-2454,36.48616,127.25842,2024-05-31
???????,??????? ??? ????? 220,????,2,044-300-2454,36.48408,127.25982,2024-05-31
???????,??????? ??? ????? 340,????,2,044-300-2454,36.49417,127.25662,2024-05-31
???????,??????? ??? ????? 200,????,2,044-300-2454,36.48287,127.26087,2024-05-31
???????,??????? ??? ????? 175,????,1,044-300-2454,36.48099,127.26226,2024-05-31
???????,??????? ??? ????? 300,????,2,044-300-2454,36.49112,127.25664,2024-05-31
???????,??????? ??? ????? 325,????,1,044-300-2454,36.493192,127.256659,2024-05-31
???????,??????? ??? 466,????,2,044-300-2454,36.484722,127.26186,2024-05-31
???????,??????? ??? 214-2,????,2,044-300-2454,36.485415,127.267387,2024-05-31
???????,??????? ??? 410,????,2,044-300-2454,36.487021,127.261064,2024-05-31
???????,??????? ??? 170,????,1,044-300-2454,36.482591,127.263638,2024-05-31
???????,??????? ??? 706,????,1,044-300-2454,36.480466,127.266878,2024-05-31
???????,??????? ??? 165,????,2,044-300-2454,36.481545,127.264059,2024-05-31
???????,??????? ??? 59-5,????,1,044-300-2454,36.480866,127.269301,2024-05-31
???????,??????? ??? 179,????,1,044-300-2454,36.482755,127.266708,2024-05-31
???????,??????? ??? 391,????,2,044-300-2454,36.487729,127.262785,2024-05-31
???????,??????? ??? 261-2,????,2,044-300-2454,36.488384,127.265596,2024-05-31
???????,??????? ??? 658-27,????,2,044-300-2454,36.491803,127.262877,2024-05-31
???????,??????? ??? 361-44,????,2,044-300-2454,36.489666,127.259109,2024-05-31
???????,??????? ??? 305-2,????,2,044-300-2454,36.489323,127.264692,2024-05-31
???????,??????? ??? 38(???),????,2,044-300-2454,36.484041,127.264145,2024-05-31
???????,??????? ??? 502,????,1,044-300-2454,36.481999,127.262275,2024-05-31
???????,??????? ??? 160,????,2,044-300-2454,36.48219,127.265568,2024-05-31
???????,??????? ??? 709-1,????,1,044-300-2454,36.48231,127.268492,2024-05-31
???????,??????? ??? 364-2,????,1,044-300-2454,36.490111,127.2618,2024-05-31
???????,??????? ??? 696-4,????,3,044-300-2454,36.485936,127.264495,2024-05-31
???????,??????? ??? ??? 129-1,????,4,044-300-2454,36.418967,127.27815,2024-05-31
???????,??????? ??? ??? 380-6,????,3,044-300-2454,36.480006,127.335112,2024-05-31
???????,??????? ??? ??? 124,????,3,044-300-2454,36.464897,127.279275,2024-05-31
???????,??????? ??? ??? 124,????,3,044-300-2454,36.464597,127.27962,2024-05-31
???????,??????? ??? ??? 124,????,1,044-300-2454,36.464407,127.279087,2024-05-31
???????,??????? ??? ??? 124,????,3,044-300-2454,36.464001,127.279738,2024-05-31
???????,??????? ??? ??? 99-1,????,1,044-300-2454,36.446641,127.283633,2024-05-31
???????,??????? ??? ??? 126-6,????,3,044-300-2454,36.4401,127.2882,2024-05-31
???????,??????? ??? ???? 11,????,1,044-300-2454,36.462429,127.350074,2024-05-31
???????,??????? ??? ??? 129-1,????,3,044-300-2454,36.443197,127.233388,2024-05-31
???????,??????? ??? ??? 17,????,3,044-300-2454,36.464704,127.277111,2024-05-31
???????,??????? ??? ??? 232,????,4,044-300-2454,36.472043,127.322665,2024-05-31
???????,??????? ??? ??? 79-1,????,4,044-300-2454,36.478164,127.344419,2024-05-31
???????,??????? ??? ??? 43-1,????,3,044-300-2454,36.450581,127.308138,2024-05-31
???????,??????? ??? ??? 365,????,3,044-300-2454,36.439845,127.318078,2024-05-31
???????,??????? ??? ??? 63-1,????,1,044-300-2454,36.442952,127.287814,2024-05-31
???????,??????? ??? 50-49,????,1,044-300-2454,36.473065,127.287809,2024-05-31
???????,??????? ????? 487 (???),????,3,044-300-2454,36.480115,127.329707,2024-05-31
???????,??????? ??? ??? 49-1,????,2,044-300-2454,36.438664,127.230114,2024-05-31
???????,??????? ??? ??? 8-7,????,3,044-300-2454,36.472623,127.292382,2024-05-31
???????,??????? ??? ??? 309-2,????,2,044-300-2454,36.42838,127.24769,2024-05-31
???????,??????? ??? ??? 170-3,????,4,044-300-2454,36.41192,127.25429,2024-05-31
???????,??????? ??? ??? 79-4,????,2,044-300-2454,36.477405,127.298181,2024-05-31
???????,??????? ??? ??? 129-1,????,4,044-300-2454,36.418895,127.278117,2024-05-31
???????,??????? ??? ??? 600,????,2,044-300-2454,36.481334,127.328094,2024-05-31
???????,??????? ??? ??? 109-3,????,1,044-300-2454,36.407585,127.252167,2024-05-31
???????,??????? ??? ??? 84-2,????,1,044-300-2454,36.438745,127.232761,2024-05-31
???????,??????? ??? ??? 355-1,????,1,044-300-2454,36.441591,127.312525,2024-05-31
???????,??????? ??? ??? 98-1,????,1,044-300-2454,36.475438,127.296958,2024-05-31
???????,??????? ??? ??? ?27-5,????,1,044-300-2454,36.458527,127.273295,2024-05-31
???????,??????? ??? ??? 66,????,1,044-300-2454,36.421036,127.298137,2024-05-31
???????,??????? ??? ??? 318-2,????,2,044-300-2454,36.463155,127.278218,2024-05-31
???????,??????? ??? ??? 214,????,3,044-300-2454,36.416635,127.277028,2024-05-31
???????,??????? ??? ????? 130,????,3,044-300-2454,36.455848,127.266815,2024-05-31
???????,??????? ??? ??? 34-5,????,3,044-300-2454,36.451425,127.263953,2024-05-31
???????,??????? ??? ??? 343-2,????,3,044-300-2454,36.441454,127.300804,2024-05-31
???????,??????? ??? ??? 78-1,????,3,044-300-2454,36.470218,127.313845,2024-05-31
???????,??????? ??? ??? 449,????,3,044-300-2454,36.434344,127.283023,2024-05-31
???????,??????? ??? ???? 6,????,3,044-300-2454,36.497523,127.344145,2024-05-31
???????,??????? ??? ??1? 52,????,2,044-300-2454,36.456082,127.284704,2024-05-31
???????,??????? ??? ??? 122-5,????,4,044-300-2454,36.463734,127.279986,2024-05-31
???????,??????? ??? ??? 146-12,????,4,044-300-2454,36.465369,127.282049,2024-05-31
???????,??????? ??? ??? 52-2,????,1,044-300-2454,36.463487,127.283055,2024-05-31
???????,??????? ??? ??? 164-7,????,1,044-300-2454,36.425083,127.282536,2024-05-31
???????,??????? ??? ??? 326-12,????,3,044-300-2454,36.46183,127.278214,2024-05-31
???????,??????? ??? ??? 440-30,????,4,044-300-2454,36.467837,127.280548,2024-05-31
???????,??????? ??? ??? ?1-2,????,3,044-300-2454,36.459457,127.280945,2024-05-31
???????,??????? ??? ??? 211-9,????,3,044-300-2454,36.468035,127.281782,2024-05-31
???????,??????? ??? ????1? 54,????,1,044-300-2454,36.463874,127.286768,2024-05-31
???????,??????? ??? ??1? 3-5,????,3,044-300-2454,36.471912,127.286535,2024-05-31
???????,??????? ??? ??? 79,????,1,044-300-2454,36.458085,127.268623,2024-05-31
???????,??????? ??? ??? 84,????,3,044-300-2454,36.429599,127.271964,2024-05-31
???????,??????? ??? ??? 64-5,????,3,044-300-2454,36.42376,127.27792,2024-05-31
???????,??????? ??? ??? 267,????,3,044-300-2454,36.443252,127.290034,2024-05-31
???????,??????? ??? ??? 213-17,????,2,044-300-2454,36.468257,127.279347,2024-05-31
???????,??????? ??? ??? 386-3,????,3,044-300-2454,36.460853,127.266345,2024-05-31
???????,??????? ??? ??? 322-1,????,3,044-300-2454,36.46445,127.338191,2024-05-31
???????,??????? ??? ???? 1249,????,3,044-300-2454,36.512455,127.358442,2024-05-31
???????,??????? ??? ??? 628,????,2,044-300-2454,36.445652,127.274755,2024-05-31
???????,??????? ??? ??? 77-2,????,3,044-300-2454,36.460343,127.280677,2024-05-31
???????,??????? ??? ??? 88,????,3,044-300-2454,36.466485,127.281586,2024-05-31
???????,??????? ??? ??? 467-42,????,3,044-300-2454,36.466753,127.283517,2024-05-31
???????,??????? ??? ??? 119-5,????,3,044-300-2454,36.463797,127.2818,2024-05-31
???????,??????? ??? ??? 5-6,????,2,044-300-2454,36.461736,127.285966,2024-05-31
???????,??????? ??? ??? 116-1,????,3,044-300-2454,36.477278,127.354395,2024-05-31
???????,??????? ??? ??? 603,????,3,044-300-2454,36.445476,127.246724,2024-05-31
???????,??????? ??? ??? 10-3,????,3,044-300-2454,36.4195,127.293138,2024-05-31
???????,??????? ????? 332-20,????,3,044-300-2454,36.477723,127.313716,2024-05-31
???????,??????? ????? 322-34,????,3,044-300-2454,36.477378,127.313748,2024-05-31
???????,??????? ??? ??? 147-1,????,4,044-300-2454,36.451695,127.285508,2024-05-31
???????,??????? ??? ??? 211-4,????,4,044-300-2454,36.451459,127.285096,2024-05-31
???????,??????? ??? ??? 15,????,2,044-300-2454,36.419116,127.278339,2024-05-31
???????,??????? ??? 1839,????,1,044-300-2454,36.501365,127.233981,2024-05-31
???????,??????? ??? 1033,????,1,044-300-2454,36.518079,127.23029,2024-05-31
???????,??????? ??? ??1? 50 (???),????,1,044-300-2454,36.503668,127.232773,2024-05-31
???????,"??????? ???? 13 (???, ????7??)",????,2,044-300-2454,36.5214,127.232827,2024-05-31
???????,??????? ???1? 95 (???),????,1,044-300-2454,36.519561,127.230455,2024-05-31
???????,??????? ??? 1987,????,1,044-300-2454,36.50097,127.238773,2024-05-31
???????,??????? ??? 1456,????,1,044-300-2454,36.507003,127.231009,2024-05-31
???????,??????? ??? 1623,????,1,044-300-2454,36.508262,127.233252,2024-05-31
???????,??????? ??? 1365,????,1,044-300-2454,36.516152,127.230868,2024-05-31
???????,??????? ??? 1193,????,1,044-300-2454,36.517929,127.233936,2024-05-31
???????,??????? ??? 1088,????,1,044-300-2454,36.516682,127.229404,2024-05-31
???????,??????? ??? 986,????,1,044-300-2454,36.519622,127.232223,2024-05-31
???????,??????? ??? 170,????,3,044-300-2454,36.513847,127.239684,2024-05-31
???????,??????? ??? 208,????,3,044-300-2454,36.514803,127.231414,2024-05-31
???????,??????? ??? 14 (???),????,1,044-300-2454,36.51212,127.239295,2024-05-31
???????,??????? ??? 1383,????,3,044-300-2454,36.51892,127.23793,2024-05-31
???????,??????? ??? ???2? 20 (???),????,1,044-300-2454,36.517353,127.232902,2024-05-31
???????,??????? ??? ??? 55 (???),????,1,044-300-2454,36.50791,127.229586,2024-05-31
???????,??????? ??? ??1? 60 (???),????,1,044-300-2454,36.504975,127.232628,2024-05-31
???????,??????? ??? ??? 10 (???),????,1,044-300-2454,36.506011,127.231932,2024-05-31
???????,"??????? ???? 13 (???, ????7??)",????,2,044-300-2454,36.513292,127.23332,2024-05-31
???????,??????? ??? ???? 15 (???),????,1,044-300-2454,36.515396,127.233674,2024-05-31
???????,??????? ??? ??? 910 (???),????,3,044-300-2454,36.500024,127.234221,2024-05-31
???????,???????  ??? 15 (???),????,1,044-300-2454,36.500874,127.236394,2024-05-31
???????,???????  ???1? 30 (???),????,1,044-300-2454,36.501827,127.233535,2024-05-31
???????,??????? ??? ??? 1090 (???),????,2,044-300-2454,36.499998,127.240256,2024-05-31
???????,??????? ??? ??? 20 (???),????,1,044-300-2454,36.502474,127.238443,2024-05-31
???????,??????? ??? ??? 40 (???),????,2,044-300-2454,36.503312,127.236726,2024-05-31
???????,??????? ??? ??? 25 (???),????,2,044-300-2454,36.501999,127.236206,2024-05-31
???????,??????? ??? ???1? 30 (???),????,2,044-300-2454,36.515719,127.228063,2024-05-31
???????,??????? ??? ??? 165 (???),????,1,044-300-2454,36.512374,127.229629,2024-05-31
???????,??????? ??? ??? 290 (???),????,1,044-300-2454,36.52019,127.237365,2024-05-31
???????,??????? ??? ??? 1260 (???),????,2,044-300-2454,36.515361,127.241871,2024-05-31
???????,??????? ??? ??? 910 (???),????,3,044-300-2454,36.500207,127.235932,2024-05-31
???????,??????? ??? ??? 1285 (???),????,2,044-300-2454,36.517327,127.242157,2024-05-31
???????,??????? ??? ???5? 10 (???),????,1,044-300-2454,36.501818,127.235128,2024-05-31
???????,??????? ??? ??? 50 (???),????,1,044-300-2454,36.504371,127.237622,2024-05-31
???????,??????? ??? ??? 70 (???),????,2,044-300-2454,36.505791,127.23847,2024-05-31
???????,??????? ??? ??? 180 (???),????,1,044-300-2454,36.515051,127.239146,2024-05-31
???????,??????? ??? ???? 80 (???),????,2,044-300-2454,36.5093,127.23406,2024-05-31
???????,??????? ??? ??? 13 (???),????,1,044-300-2454,36.50945,127.230026,2024-05-31
???????,??????? ??? ???? 100 (???),????,1,044-300-2454,36.511067,127.234146,2024-05-31
???????,??????? ??? ???? 30 (???),????,2,044-300-2454,36.515203,127.229919,2024-05-31
???????,??????? ??? ??? 200 (???),????,1,044-300-2454,36.516118,127.230399,2024-05-31
???????,??????? ??? ???? 210 (???),????,1,044-300-2454,36.517508,127.239146,2024-05-31
???????,??????? ??? ???? 200 (???),????,1,044-300-2454,36.517241,127.237654,2024-05-31
???????,??????? ??? ??? 310 (???),????,2,044-300-2454,36.520212,127.239326,2024-05-31
???????,??????? ??? ??? 220 (???),????,1,044-300-2454,36.51886,127.23918,2024-05-31
???????,??????? ??? ??? 895 (???),????,2,044-300-2454,36.500048,127.232319,2024-05-31
???????,??????? ??? ??? 80 (???),????,3,044-300-2454,36.504755,127.234661,2024-05-31
???????,??????? ??? ???? 80 (???),????,2,044-300-2454,36.508907,127.234677,2024-05-31
???????,"???????  ??? 14 (???, ????6??)",????,2,044-300-2454,36.510213,127.230112,2024-05-31
???????,??????? ??? ???? 60 (???),????,1,044-300-2454,36.507648,127.2359,2024-05-31
???????,??????? ??? ???? 65 (???),????,1,044-300-2454,36.507911,127.235042,2024-05-31
???????,??????? ??? ??? 80 (???),????,3,044-300-2454,36.505771,127.232787,2024-05-31
???????,??????? ??? ??1? 80 (???),????,1,044-300-2454,36.506467,127.234573,2024-05-31
???????,??????? ??? ??? 90 (???),????,1,044-300-2454,36.506272,127.232687,2024-05-31
???????,??????? ??? ??? 12 (???),????,1,044-300-2454,36.508204,127.23104,2024-05-31
???????,??????? ??? ???1? 115 (???),????,1,044-300-2454,36.520999,127.232085,2024-05-31
???????,??????? ??? ??? 1310 (???),????,2,044-300-2454,36.51929,127.242879,2024-05-31
???????,??????? ??? ??? 250 (???),????,1,044-300-2454,36.518884,127.233551,2024-05-31
???????,??????? ??? ???1? 60 (???),????,1,044-300-2454,36.516832,127.228546,2024-05-31
???????,??????? ??? ??? 65 (???),????,1,044-300-2454,36.504272,127.235359,2024-05-31
???????,??????? ???? 180 (???),????,1,044-300-2454,36.516836,127.236045,2024-05-31
???????,??????? ???? 165 (???),????,2,044-300-2454,36.516008,127.234468,2024-05-31
???????,??????? ???? 14 (???),????,1,044-300-2454,36.514559,127.233374,2024-05-31
???????,??????? ??? 220 (???),????,1,044-300-2454,36.517013,127.231153,2024-05-31
???????,??????? ??? 1190 (???),????,2,044-300-2454,36.509084,127.24115,2024-05-31
???????,??????? ??? 270 (???),????,2,044-300-2454,36.519824,127.235702,2024-05-31
???????,??????? ??? 260 (???),????,2,044-300-2454,36.519303,127.23428,2024-05-31
???????,??????? ??? 235 (???),????,1,044-300-2454,36.518271,127.23207,2024-05-31
???????,??????? ???1? 80 (???),????,1,044-300-2454,36.518121,127.22956,2024-05-31
???????,??????? ??? 115 (???),????,2,044-300-2454,36.505517,127.241,2024-05-31
???????,??????? ??? 105 (???),????,1,044-300-2454,36.508713,127.239543,2024-05-31
???????,??????? ??? 210 (???),????,1,044-300-2454,36.511869,127.227146,2024-05-31
???????,??????? ???? 30 (???),????,1,044-300-2454,36.506372,127.237188,2024-05-31
???????,??????? ??? 1225 (???),????,1,044-300-2454,36.51222,127.24121,2024-05-31
???????,??????? ??? 290 (???),????,1,044-300-2454,36.522045,127.243776,2024-05-31
???????,??????? ??? 265 (???),????,1,044-300-2454,36.520935,127.242354,2024-05-31
???????,??????? ??? 1420 (???),????,1,044-300-2454,36.527091,127.249239,2024-05-31
???????,??????? ??? 420 (???),????,1,044-300-2454,36.530016,127.234885,2024-05-31
???????,??????? ??? 415 (???),????,1,044-300-2454,36.530297,127.236415,2024-05-31
???????,??????? ??? 400 (???),????,1,044-300-2454,36.528674,127.236695,2024-05-31
???????,??????? ??? 330 (???),????,1,044-300-2454,36.524821,127.241378,2024-05-31
???????,??????? ??? 1480 (???),????,2,044-300-2454,36.534494,127.239719,2024-05-31
???????,??????? ??? 1480 (???),????,2,044-300-2454,36.533407,127.238979,2024-05-31
???????,??????? ??? 1550 (???),????,1,044-300-2454,36.532065,127.244173,2024-05-31
???????,??????? ??? 365 (???),????,1,044-300-2454,36.526442,127.237749,2024-05-31
???????,??????? ??? 350 (???),????,1,044-300-2454,36.525883,127.23969,2024-05-31
???????,??????? ??? 320 (???),????,1,044-300-2454,36.520159,127.240945,2024-05-31
???????,??????? ????1? 3(???),????,1,044-300-2454,36.512002,127.240596,2024-05-31
???????,??????? ??? 1210 (???),????,2,044-300-2454,36.50985,127.2417,2024-05-31
???????,??????? ??? 486-15,????,1,044-300-2454,36.469756,127.251591,2024-05-31
???????,??????? ??? 618-5,????,1,044-300-2454,36.464895,127.24525,2024-05-31
???????,??????? ??? 621-9,????,1,044-300-2454,36.465429,127.244686,2024-05-31
???????,??????? ??? 486-13,????,1,044-300-2454,36.468009,127.249769,2024-05-31
???????,??????? ??? 75 (???),????,1,044-300-2454,36.468036,127.242087,2024-05-31
